degree,word,numerator,denominator
10,XXXXXYXXXY,1,120960
10,XXXXXYXXYY,-1,120960
10,XXXXXYXYXY,-1,40320
10,XXXXXYXYYY,1,17280
10,XXXXXYYXXY,-1,13440
10,XXXXXYYYXY,-1,17280
10,XXXXXYYYYY,-1,28800
10,XXXXYXXXYY,1,20160
10,XXXXYXXYXY,1,13440
10,XXXXYXXYYY,-1,5760
10,XXXXYXYXXY,1,10080
10,XXXXYXYXYY,1,2880
10,XXXXYXYYXY,1,2880
10,XXXXYYXXXY,-1,60480
10,XXXXYYXXYY,1,5760
10,XXXXYYXYXY,1,5760
10,XXXXYYXYYY,-1,5760
10,XXXXYYYXYY,-1,5760
10,XXXXYYYYXY,1,5760
10,XXXXYYYYYY,1,28800
10,XXXYXXXYXY,-1,40320
10,XXXYXXXYYY,-1,17280
10,XXXYXXYXXY,-1,12096
10,XXXYXXYXYY,-1,4320
10,XXXYXXYYXY,1,8640
10,XXXYXXYYYY,1,5760
10,XXXYXYXXYY,1,5760
10,XXXYXYXYYY,-1,960
10,XXXYXYYXXY,1,2880
10,XXXYXYYXYY,-1,4320
10,XXXYXYYYXY,-1,960
10,XXXYXYYYYY,-1,9600
10,XXXYYXXYXY,-1,5760
10,XXXYYXXYYY,1,2880
10,XXXYYXYXXY,1,2880
10,XXXYYXYXYY,-1,540
10,XXXYYXYYXY,-1,1728
10,XXXYYXYYYY,-1,5760
10,XXXYYYXXYY,-1,5760
10,XXXYYYXYXY,-1,2880
10,XXXYYYXYYY,1,2880
10,XXXYYYYXXY,1,17280
10,XXXYYYYXYY,-1,8640
10,XXXYYYYYXY,-7,28800
10,XXXYYYYYYY,-1,43200
10,XXYXXYXXYY,1,1728
10,XXYXXYXYXY,-1,2880
10,XXYXXYXYYY,1,8640
10,XXYXXYYXYY,11,8640
10,XXYXXYYYXY,-1,2160
10,XXYXXYYYYY,1,28800
10,XXYXYXXYYY,-1,2880
10,XXYXYXYXYY,1,1440
10,XXYXYXYYXY,-1,1440
10,XXYXYXYYYY,1,960
10,XXYXYYXXYY,1,2160
10,XXYXYYXYXY,-1,480
10,XXYXYYXYYY,1,1440
10,XXYXYYYXYY,-1,540
10,XXYXYYYYXY,1,960
10,XXYXYYYYYY,1,21600
10,XXYYXXYYXY,-7,8640
10,XXYYXXYYYY,-1,3456
10,XXYYXYXYXY,-1,1440
10,XXYYXYXYYY,11,8640
10,XXYYXYYXYY,1,960
10,XXYYXYYYXY,1,720
10,XXYYXYYYYY,13,28800
10,XXYYYXYXYY,1,2160
10,XXYYYXYYXY,-1,4320
10,XXYYYXYYYY,1,4320
10,XXYYYYXYXY,1,2880
10,XXYYYYXYYY,-1,4320
10,XXYYYYYXYY,1,3200
10,XXYYYYYYXY,1,10800
10,XXYYYYYYYY,1,100800
10,XYXYXYXYYY,-1,2880
10,XYXYXYYXYY,1,360
10,XYXYXYYYYY,-7,28800
10,XYXYYXYYYY,1,1440
10,XYXYYYXYYY,17,8640
10,XYXYYYYXYY,1,480
10,XYXYYYYYYY,-1,100800
10,XYYXYYXYYY,-1,480
10,XYYXYYYYYY,-1,7200
10,XYYYXYYYYY,-11,28800
10,XYYYYYYYYY,-1,403200
11,XXXXXXXXXXY,1,39916800
11,XXXXXXXXXYY,-1,3991680
11,XXXXXXXXYXY,1,1596672
11,XXXXXXXXYYY,1,887040
11,XXXXXXXYXXY,-1,887040
11,XXXXXXXYXYY,1,2661120
11,XXXXXXXYYXY,-1,190080
11,XXXXXXXYYYY,-1,332640
11,XXXXXXYXXXY,-1,1995840
11,XXXXXXYXXYY,1,2661120
11,XXXXXXYXYXY,1,221760
11,XXXXXXYXYYY,-1,147840
11,XXXXXXYYXXY,1,95040
11,XXXXXXYYXYY,1,332640
11,XXXXXXYYYXY,17,1330560
11,XXXXXXYYYYY,1,190080
11,XXXXXYXXXXY,-127,39916800
11,XXXXXYXXXYY,17,1663200
11,XXXXXYXXYXY,-1,1108800
11,XXXXXYXXYYY,-1,3326400
11,XXXXXYXYXXY,-71,6652800
11,XXXXXYXYXYY,-1,51975
11,XXXXXYXYYXY,-59,3326400
11,XXXXXYXYYYY,19,950400
11,XXXXXYYXXXY,7,475200
11,XXXXXYYXXYY,-1,44352
11,XXXXXYYXYXY,-23,665280
11,XXXXXYYXYYY,1,47520
11,XXXXXYYYXXY,-23,739200
11,XXXXXYYYXYY,1,95040
11,XXXXXYYYYXY,-1,59400
11,XXXXXYYYYYY,-1,158400
11,XXXXYXXXXYY,-127,4435200
11,XXXXYXXXYXY,-17,1663200
11,XXXXYXXXYYY,509,6652800
11,XXXXYXXYXXY,13,1330560
11,XXXXYXXYXYY,-53,3326400
11,XXXXYXXYYXY,-1,66528
11,XXXXYXXYYYY,-17,158400
11,XXXXYXYXXXY,-7,950400
11,XXXXYXYXXYY,-1,88704
11,XXXXYXYXYXY,1,147840
11,XXXXYXYXYYY,7,38016
11,XXXXYXYYXXY,-1,17325
11,XXXXYXYYXYY,1,47520
11,XXXXYXYYYXY,1,6336
11,XXXXYXYYYYY,1,39600
11,XXXXYYXXXYY,-43,665280
11,XXXXYYXXYXY,17,1330560
11,XXXXYYXXYYY,1,15840
11,XXXXYYXYXXY,1,221760
11,XXXXYYXYXYY,13,95040
11,XXXXYYXYYXY,1,11880
11,XXXXYYXYYYY,-1,15840
11,XXXXYYYXXXY,83,1663200
11,XXXXYYYXXYY,1,7040
11,XXXXYYYXYXY,1,15840
11,XXXXYYYXYYY,-1,21120
11,XXXXYYYYXXY,-53,950400
11,XXXXYYYYXYY,-1,19008
11,XXXXYYYYYXY,7,105600
11,XXXXYYYYYYY,1,190080
11,XXXYXXXYXXY,-1,19008
11,XXXYXXXYXYY,817,6652800
11,XXXYXXXYYXY,1,10395
11,XXXYXXXYYYY,13,316800
11,XXXYXXYXXYY,-83,166320
11,XXXYXXYXYXY,5,44352
11,XXXYXXYXYYY,37,190080
11,XXXYXXYYXXY,-809,1330560
11,XXXYXXYYXYY,-1,2376
11,XXXYXXYYYXY,89,190080
11,XXXYXXYYYYY,-1,52800
11,XXXYXYXXXYY,-43,1330560
11,XXXYXYXXYXY,-1,88704
11,XXXYXYXXYYY,1,12672
11,XXXYXYXYXXY,31,443520
11,XXXYXYXYXYY,-1,2640
11,XXXYXYXYYXY,-1,3168
11,XXXYXYXYYYY,-17,63360
11,XXXYXYYXXYY,53,190080
11,XXXYXYYXYXY,1,7040
11,XXXYXYYXYYY,-59,63360
11,XXXYXYYYXXY,47,95040
11,XXXYXYYYXYY,-13,63360
11,XXXYXYYYYXY,-1,3960
11,XXXYXYYYYYY,-1,63360
11,XXXYYXXXYYY,-43,190080
11,XXXYYXXYXXY,-83,443520
11,XXXYYXXYXYY,3,7040
11,XXXYYXXYYXY,1,47520
11,XXXYYXXYYYY,31,95040
11,XXXYYXYXXYY,1,3520
11,XXXYYXYXYXY,1,31680
11,XXXYYXYXYYY,-29,31680
11,XXXYYXYYXXY,-1,3520
11,XXXYYXYYXYY,-7,47520
11,XXXYYXYYYXY,-31,31680
11,XXXYYXYYYYY,-1,7040
11,XXXYYYXXYXY,1,23760
11,XXXYYYXXYYY,-13,63360
11,XXXYYYXYXXY,53,95040
11,XXXYYYXYXYY,-79,190080
11,XXXYYYXYYXY,-41,95040
11,XXXYYYXYYYY,23,190080
11,XXXYYYYXXYY,17,95040
11,XXXYYYYXYXY,-1,10560
11,XXXYYYYXYYY,19,95040
11,XXXYYYYYXXY,-1,59400
11,XXXYYYYYXYY,-13,95040
11,XXXYYYYYYXY,-1,23760
11,XXXYYYYYYYY,-1,332640
11,XXYXXYXXYXY,-197,1330560
11,XXYXXYXXYYY,43,190080
11,XXYXXYXYXYY,-19,23760
11,XXYXXYXYYXY,-167,95040
11,XXYXXYXYYYY,1,31680
11,XXYXXYYXXYY,-163,190080
11,XXYXXYYXYXY,-137,190080
11,XXYXXYYXYYY,257,190080
11,XXYXXYYYXYY,7,7040
11,XXYXXYYYYXY,-23,190080
11,XXYXXYYYYYY,1,190080
11,XXYXYXXYXYY,67,190080
11,XXYXYXXYYXY,13,47520
11,XXYXYXXYYYY,1,63360
11,XXYXYXYXXYY,1,3960
11,XXYXYXYXYXY,1,42240
11,XXYXYXYXYYY,7,190080
11,XXYXYXYYXYY,-67,23760
11,XXYXYXYYYXY,-119,190080
11,XXYXYXYYYYY,1,6336
11,XXYXYYXXYYY,19,38016
11,XXYXYYXYXYY,-7,2970
11,XXYXYYXYYXY,-317,95040
11,XXYXYYXYYYY,7,38016
11,XXYXYYYXXYY,5,4224
11,XXYXYYYXYXY,-61,63360
11,XXYXYYYXYYY,-1,1056
11,XXYXYYYYXYY,-1,2112
11,XXYXYYYYYXY,1,10560
11,XXYXYYYYYYY,1,166320
11,XXYYXXYYXYY,47,47520
11,XXYYXXYYYXY,-301,190080
11,XXYYXXYYYYY,1,19008
11,XXYYXYXXYYY,7,23760
11,XXYYXYXYXYY,-61,47520
11,XXYYXYXYYXY,-361,95040
11,XXYYXYXYYYY,1,3168
11,XXYYXYYXYXY,-73,95040
11,XXYYXYYXYYY,1,352
11,XXYYXYYYXYY,35,9504
11,XXYYXYYYYXY,13,38016
11,XXYYXYYYYYY,7,95040
11,XXYYYXXYYYY,-13,38016
11,XXYYYXYXYXY,-17,63360
11,XXYYYXYXYYY,-23,31680
11,XXYYYXYYXYY,23,19008
11,XXYYYXYYYXY,-13,19008
11,XXYYYXYYYYY,1,4752
11,XXYYYYXYXYY,-37,190080
11,XXYYYYXYYXY,-1,19008
11,XXYYYYXYYYY,-7,47520
11,XXYYYYYXYXY,1,63360
11,XXYYYYYXYYY,23,190080
11,XXYYYYYYXYY,1,19008
11,XXYYYYYYYXY,1,73920
11,XXYYYYYYYYY,1,887040
11,XYXYXYXYXYY,-1,7040
11,XYXYXYXYYYY,-1,12672
11,XYXYXYYXYYY,7,6336
11,XYXYXYYYXYY,19,9504
11,XYXYXYYYYYY,-1,23760
11,XYXYYXYXYYY,-7,11880
11,XYXYYXYYXYY,-13,6336
11,XYXYYXYYYYY,-1,31680
11,XYXYYYXYYYY,49,95040
11,XYXYYYYXYYY,193,190080
11,XYXYYYYYXYY,1,3960
11,XYXYYYYYYYY,-1,887040
11,XYYXYYXYYYY,-5,9504
11,XYYXYYYXYYY,31,19008
11,XYYXYYYYYYY,-13,665280
11,XYYYXYYYYYY,-1,15840
11,XYYYYXYYYYY,-7,63360
11,XYYYYYYYYYY,-1,3991680
12,XXXXXXXXXXXY,-1,479001600
12,XXXXXXXXXXYY,1,43545600
12,XXXXXXXXXYXY,-1,14515200
12,XXXXXXXXXYYY,-1,8709120
12,XXXXXXXXYXXY,1,7257600
12,XXXXXXXXYYXY,1,1451520
12,XXXXXXXXYYYY,1,2903040
12,XXXXXXXYXYXY,-1,1451520
12,XXXXXXXYXYYY,1,1451520
12,XXXXXXXYYXXY,-1,725760
12,XXXXXXXYYXYY,-1,1451520
12,XXXXXXXYYYXY,-1,483840
12,XXXXXXXYYYYY,-1,1451520
12,XXXXXXYXXXXY,1,3628800
12,XXXXXXYXXXYY,-1,907200
12,XXXXXXYXXYXY,1,7257600
12,XXXXXXYXXYYY,-1,2419200
12,XXXXXXYXYXXY,1,453600
12,XXXXXXYXYXYY,1,403200
12,XXXXXXYXYYXY,1,403200
12,XXXXXXYXYYYY,-1,403200
12,XXXXXXYYXXXY,-1,907200
12,XXXXXXYYXXYY,1,362880
12,XXXXXXYYXYXY,1,161280
12,XXXXXXYYXYYY,-1,483840
12,XXXXXXYYYXXY,1,226800
12,XXXXXXYYYXYY,1,1451520
12,XXXXXXYYYYXY,1,268800
12,XXXXXXYYYYYY,1,1036800
12,XXXXXYXXXXYY,1,453600
12,XXXXXYXXXYXY,1,604800
12,XXXXXYXXXYYY,-1,201600
12,XXXXXYXXYXXY,-1,725760
12,XXXXXYXXYXYY,1,907200
12,XXXXXYXXYYXY,1,362880
12,XXXXXYXXYYYY,1,100800
12,XXXXXYXYXXXY,1,907200
12,XXXXXYXYXYXY,-1,483840
12,XXXXXYXYXYYY,-1,53760
12,XXXXXYXYYXXY,1,201600
12,XXXXXYXYYXYY,-1,725760
12,XXXXXYXYYYXY,-1,80640
12,XXXXXYYXXXXY,-1,1814400
12,XXXXXYYXXXYY,1,151200
12,XXXXXYYXXYXY,-1,201600
12,XXXXXYYXXYYY,-13,1814400
12,XXXXXYYXYXXY,-1,120960
12,XXXXXYYXYXYY,-1,56700
12,XXXXXYYXYYXY,-1,72576
12,XXXXXYYXYYYY,1,115200
12,XXXXXYYYXXXY,-1,302400
12,XXXXXYYYXXYY,-11,604800
12,XXXXXYYYXYXY,-1,80640
12,XXXXXYYYXYYY,1,207360
12,XXXXXYYYYXXY,1,1814400
12,XXXXXYYYYXYY,1,259200
12,XXXXXYYYYYXY,-1,115200
12,XXXXXYYYYYYY,-1,1036800
12,XXXXYXXXXYXY,-1,725760
12,XXXXYXXXXYYY,-1,403200
12,XXXXYXXXYXXY,17,1209600
12,XXXXYXXXYXYY,-41,1209600
12,XXXXYXXXYYXY,-1,40320
12,XXXXYXXXYYYY,1,453600
12,XXXXYXXYXXXY,1,100800
12,XXXXYXXYXXYY,23,241920
12,XXXXYXXYXYXY,-1,40320
12,XXXXYXXYXYYY,-11,241920
12,XXXXYXXYYXXY,5,48384
12,XXXXYXXYYXYY,11,120960
12,XXXXYXXYYYXY,-11,120960
12,XXXXYXXYYYYY,-1,115200
12,XXXXYXYXXYXY,1,403200
12,XXXXYXYXXYYY,-1,134400
12,XXXXYXYXYXXY,-1,60480
12,XXXXYXYXYXYY,13,151200
12,XXXXYXYXYYXY,1,11200
12,XXXXYXYXYYYY,1,21600
12,XXXXYXYYXXXY,-1,44800
12,XXXXYXYYXXYY,-19,604800
12,XXXXYXYYXYXY,-1,201600
12,XXXXYXYYXYYY,1,5760
12,XXXXYXYYYXXY,-29,362880
12,XXXXYXYYYXYY,1,51840
12,XXXXYXYYYYXY,1,28800
12,XXXXYXYYYYYY,1,259200
12,XXXXYYXXXYXY,-1,151200
12,XXXXYYXXXYYY,1,50400
12,XXXXYYXXYXXY,1,48384
12,XXXXYYXXYXYY,-1,22400
12,XXXXYYXXYYXY,1,120960
12,XXXXYYXXYYYY,-1,32400
12,XXXXYYXYXXXY,-1,60480
12,XXXXYYXYXXYY,-1,120960
12,XXXXYYXYXYXY,1,120960
12,XXXXYYXYXYYY,11,103680
12,XXXXYYXYYXXY,1,12096
12,XXXXYYXYYXYY,1,51840
12,XXXXYYXYYYXY,1,5760
12,XXXXYYXYYYYY,1,115200
12,XXXXYYYXXXYY,-1,151200
12,XXXXYYYXXYXY,1,201600
12,XXXXYYYXXYYY,1,34560
12,XXXXYYYXYXXY,-1,12096
12,XXXXYYYXYXYY,1,17280
12,XXXXYYYXYYXY,1,17280
12,XXXXYYYXYYYY,-1,51840
12,XXXXYYYYXXXY,1,226800
12,XXXXYYYYXXYY,-1,129600
12,XXXXYYYYXYXY,1,57600
12,XXXXYYYYXYYY,-1,34560
12,XXXXYYYYYXXY,-1,518400
12,XXXXYYYYYXYY,13,1036800
12,XXXXYYYYYYXY,1,86400
12,XXXXYYYYYYYY,1,1451520
12,XXXYXXXYXXYY,-13,241920
12,XXXYXXXYXYXY,1,69120
12,XXXYXXXYXYYY,1,22680
12,XXXYXXXYYXXY,-1,120960
12,XXXYXXXYYXYY,-1,20160
12,XXXYXXXYYYXY,1,20160
12,XXXYXXXYYYYY,1,259200
12,XXXYXXYXXXYY,53,1209600
12,XXXYXXYXXYXY,223,2419200
12,XXXYXXYXXYYY,-19,151200
12,XXXYXXYXYXXY,11,115200
12,XXXYXXYXYXYY,211,604800
12,XXXYXXYXYYXY,13,18900
12,XXXYXXYXYYYY,1,19200
12,XXXYXXYYXXYY,1,15120
12,XXXYXXYYXYXY,113,483840
12,XXXYXXYYXYYY,-1,3456
12,XXXYXXYYYXXY,-17,100800
12,XXXYXXYYYXYY,-1,8640
12,XXXYXXYYYYXY,43,345600
12,XXXYXXYYYYYY,-1,345600
12,XXXYXYXXXYYY,-1,75600
12,XXXYXYXXYXXY,1,86400
12,XXXYXYXXYXYY,-19,604800
12,XXXYXYXXYYXY,-1,60480
12,XXXYXYXXYYYY,1,43200
12,XXXYXYXYXXYY,-11,483840
12,XXXYXYXYXYXY,-1,322560
12,XXXYXYXYXYYY,-1,8640
12,XXXYXYXYYXXY,227,604800
12,XXXYXYXYYXYY,23,34560
12,XXXYXYXYYYXY,-1,11520
12,XXXYXYXYYYYY,-19,345600
12,XXXYXYYXXXYY,-61,604800
12,XXXYXYYXXYXY,-17,604800
12,XXXYXYYXXYYY,1,8640
12,XXXYXYYXYXXY,11,18900
12,XXXYXYYXYXYY,1,8640
12,XXXYXYYXYYXY,5,6912
12,XXXYXYYXYYYY,-17,69120
12,XXXYXYYYXXYY,-1,25920
12,XXXYXYYYXYXY,1,13824
12,XXXYXYYYXYYY,1,17280
12,XXXYXYYYYXXY,23,172800
12,XXXYXYYYYXYY,-1,17280
12,XXXYXYYYYYXY,-17,345600
12,XXXYXYYYYYYY,-1,483840
12,XXXYYXXXYYXY,1,13440
12,XXXYYXXXYYYY,-1,64800
12,XXXYYXXYXXYY,-1,3780
12,XXXYYXXYXYXY,29,483840
12,XXXYYXXYXYYY,11,51840
12,XXXYYXXYYXXY,-1,30240
12,XXXYYXXYYXYY,-1,2880
12,XXXYYXXYYYXY,1,2880
12,XXXYYXXYYYYY,11,518400
12,XXXYYXYXXYXY,-1,30240
12,XXXYYXYXXYYY,1,8640
12,XXXYYXYXYXXY,73,483840
12,XXXYYXYXYXYY,-1,4320
12,XXXYYXYXYYXY,1,4320
12,XXXYYXYXYYYY,-1,4320
12,XXXYYXYYXXYY,-1,4320
12,XXXYYXYYXYXY,1,17280
12,XXXYYXYYXYYY,-1,1440
12,XXXYYXYYYXXY,-1,17280
12,XXXYYXYYYXYY,-7,8640
12,XXXYYXYYYYXY,-17,69120
12,XXXYYXYYYYYY,-1,43200
12,XXXYYYXXYXXY,-23,302400
12,XXXYYYXXYXYY,1,5760
12,XXXYYYXXYYXY,1,8640
12,XXXYYYXXYYYY,1,25920
12,XXXYYYXYXXYY,1,4320
12,XXXYYYXYXYXY,1,69120
12,XXXYYYXYXYYY,-7,103680
12,XXXYYYXYYXYY,-1,5760
12,XXXYYYXYYYXY,1,34560
12,XXXYYYXYYYYY,-1,51840
12,XXXYYYYXXYXY,1,86400
12,XXXYYYYXXYYY,-1,51840
12,XXXYYYYXYXXY,17,115200
12,XXXYYYYXYXYY,-1,8640
12,XXXYYYYXYYXY,-1,8640
12,XXXYYYYXYYYY,1,34560
12,XXXYYYYYXXYY,7,518400
12,XXXYYYYYXYXY,-7,345600
12,XXXYYYYYXYYY,-1,207360
12,XXXYYYYYYXXY,-1,345600
12,XXXYYYYYYXYY,-1,43200
12,XXXYYYYYYYXY,-1,161280
12,XXXYYYYYYYYY,-1,2903040
12,XXYXXYXXYXYY,1,37800
12,XXYXXYXXYYXY,-1,60480
12,XXYXXYXXYYYY,1,16200
12,XXYXXYXYXXYY,113,483840
12,XXYXXYXYXYXY,31,967680
12,XXYXXYXYXYYY,-31,103680
12,XXYXXYXYYXYY,-17,34560
12,XXYXXYXYYYXY,-67,103680
12,XXYXXYXYYYYY,7,1036800
12,XXYXXYYXXYXY,137,483840
12,XXYXXYYXXYYY,-1,2880
12,XXYXXYYXYYXY,-1,8640
12,XXYXXYYXYYYY,5,13824
12,XXYXXYYYXXYY,-1,2160
12,XXYXXYYYXYXY,-19,69120
12,XXYXXYYYXYYY,1,11520
12,XXYXXYYYYXYY,7,25920
12,XXYXXYYYYYXY,-13,518400
12,XXYXXYYYYYYY,1,1451520
12,XXYXYXXYXYXY,1,53760
12,XXYXYXXYXYYY,7,23040
12,XXYXYXXYYXYY,-1,17280
12,XXYXYXXYYYXY,19,69120
12,XXYXYXXYYYYY,1,345600
12,XXYXYXYXXYYY,7,69120
12,XXYXYXYXYXYY,1,8640
12,XXYXYXYXYYXY,1,8640
12,XXYXYXYYXXYY,19,17280
12,XXYXYXYYXYXY,1,5760
12,XXYXYXYYXYYY,-5,3456
12,XXYXYXYYYXYY,-107,51840
12,XXYXYXYYYYXY,-1,5760
12,XXYXYXYYYYYY,7,259200
12,XXYXYYXXYYXY,-1,8640
12,XXYXYYXXYYYY,7,51840
12,XXYXYYXYXXYY,1,540
12,XXYXYYXYXYXY,1,4320
12,XXYXYYXYXYYY,-43,51840
12,XXYXYYXYYXYY,1,8640
12,XXYXYYXYYYXY,-17,8640
12,XXYXYYXYYYYY,1,25920
12,XXYXYYYXXYYY,7,20736
12,XXYXYYYXYXYY,-59,25920
12,XXYXYYYXYYXY,-1,405
12,XXYXYYYXYYYY,-13,51840
12,XXYXYYYYXXYY,11,34560
12,XXYXYYYYXYXY,-1,3840
12,XXYXYYYYXYYY,-17,34560
12,XXYXYYYYYXYY,-1,10368
12,XXYXYYYYYYXY,1,64800
12,XXYXYYYYYYYY,1,1451520
12,XXYYXXYYXYXY,-37,69120
12,XXYYXXYYXYYY,7,17280
12,XXYYXXYYYXYY,1,8640
12,XXYYXXYYYYXY,-29,69120
12,XXYYXXYYYYYY,1,115200
12,XXYYXYXXYYYY,1,12960
12,XXYYXYXYXYXY,11,138240
12,XXYYXYXYXYYY,-53,103680
12,XXYYXYXYYXYY,-59,34560
12,XXYYXYXYYYXY,-149,103680
12,XXYYXYXYYYYY,13,207360
12,XXYYXYYXXYYY,-7,17280
12,XXYYXYYXYXYY,-1,8640
12,XXYYXYYXYYXY,-1,8640
12,XXYYXYYXYYYY,17,23040
12,XXYYXYYYXYXY,-1,1536
12,XXYYXYYYXYYY,-1,6912
12,XXYYXYYYYXYY,67,69120
12,XXYYXYYYYYXY,7,103680
12,XXYYXYYYYYYY,1,96768
12,XXYYYXXYYYXY,-7,17280
12,XXYYYXXYYYYY,-1,41472
12,XXYYYXYXYXYY,-17,17280
12,XXYYYXYXYYXY,-17,8640
12,XXYYYXYXYYYY,-7,34560
12,XXYYYXYYXYXY,-41,69120
12,XXYYYXYYXYYY,7,8640
12,XXYYYXYYYXYY,1,6912
12,XXYYYXYYYYXY,-1,5184
12,XXYYYXYYYYYY,1,28800
12,XXYYYYXYXYXY,-1,13824
12,XXYYYYXYXYYY,-19,69120
12,XXYYYYXYYXYY,17,51840
12,XXYYYYXYYYXY,-5,13824
12,XXYYYYXYYYYY,1,69120
12,XXYYYYYXYXYY,-1,25920
12,XXYYYYYXYYXY,-1,103680
12,XXYYYYYXYYYY,-1,69120
12,XXYYYYYYXYXY,1,345600
12,XXYYYYYYXYYY,7,345600
12,XXYYYYYYYXYY,11,1451520
12,XXYYYYYYYYXY,1,580608
12,XXYYYYYYYYYY,1,8709120
12,XYXYXYXYXYYY,-7,138240
12,XYXYXYXYYXYY,13,34560
12,XYXYXYXYYYYY,-1,69120
12,XYXYXYYXYXYY,-1,8640
12,XYXYXYYXYYYY,7,23040
12,XYXYXYYYXYYY,5,13824
12,XYXYXYYYYXYY,1,1920
12,XYXYXYYYYYYY,-1,161280
12,XYXYYXYXYYYY,-1,5760
12,XYXYYXYYXYYY,-7,3840
12,XYXYYXYYYXYY,-59,17280
12,XYXYYXYYYYYY,-1,172800
12,XYXYYYXYYXYY,-47,20736
12,XYXYYYXYYYYY,1,17280
12,XYXYYYYXYYYY,1,7680
12,XYXYYYYYXYYY,11,69120
12,XYXYYYYYYXYY,11,259200
12,XYXYYYYYYYYY,-1,8709120
12,XYYXYYXYYYYY,-11,103680
12,XYYXYYYXYYYY,23,51840
12,XYYXYYYYXYYY,59,69120
12,XYYXYYYYYYYY,-1,414720
