degree,word,numerator,denominator
8,XXYXXXYY,-1,576
8,XXYXXYXY,1,128
8,XXYXXYYX,-1,128
8,XXYXYXXX,1,288
8,XXYXYXXY,-1,128
8,XXYXYXYX,7,384
8,XXYXYXYY,1,96
8,XXYXYYXY,-5,192
8,XXYXYYYX,5,192
8,XXYXYYYY,7,1152
8,XXYYXXXX,-1,1152
8,XXYYXXXY,5,576
8,XXYYXXYX,-1,64
8,XXYYXXYY,-1,64
8,XXYYXYXY,19,384
8,XXYYXYYX,-19,384
8,XXYYXYYY,-1,72
8,XXYYYXXX,1,288
8,XXYYYXXY,-1,128
8,XXYYYXYX,7,384
8,XXYYYXYY,1,96
8,XXYYYYXY,1,576
8,XXYYYYYX,-1,576
8,XXYYYYYY,1,1920
8,XYXXXXXX,-1,5760
8,XYXXXXXY,-1,1440
8,XYXXXYXX,1,576
8,XYXXXYXY,-7,1152
8,XYXXXYYX,11,1152
8,XYXXXYYY,1,576
8,XYXXYXXX,-1,576
8,XYXXYXXY,3,128
8,XYXXYXYX,-17,384
8,XYXXYXYY,-7,192
8,XYXXYYXX,1,64
8,XYXXYYXY,1,12
8,XYXXYYYX,-5,96
8,XYXXYYYY,-5,1152
8,XYXYXXXX,-1,1152
8,XYXYXXXY,-29,1152
8,XYXYXXYX,17,384
8,XYXYXXYY,17,384
8,XYXYXYXX,-7,384
8,XYXYXYXY,-1,8
8,XYXYXYYX,17,192
8,XYXYXYYY,11,1152
8,XYXYYXXX,-5,1152
8,XYXYYXXY,1,192
8,XYXYYXYY,3,128
8,XYXYYYXX,-7,384
8,XYXYYYXY,-61,1152
8,XYXYYYYX,19,1152
8,XYXYYYYY,-7,1920
8,XYYXXXXX,1,1920
8,XYYXXXXY,5,1152
8,XYYXXXYX,-11,1152
8,XYYXXXYY,-11,1152
8,XYYXXYXX,1,128
8,XYYXXYXY,1,64
8,XYYXXYYY,1,128
8,XYYXYXXX,1,1152
8,XYYXYXXY,1,24
8,XYYXYXYX,-17,192
8,XYYXYXYY,-37,384
8,XYYXYYXX,19,384
8,XYYXYYXY,21,128
8,XYYXYYYX,-25,384
8,XYYXYYYY,7,1152
8,XYYYXXXX,-1,1152
8,XYYYXXXY,-1,36
8,XYYYXXYX,5,96
8,XYYYXXYY,5,96
8,XYYYXYXX,-5,192
8,XYYYXYXY,-15,128
8,XYYYXYYX,25,384
8,XYYYXYYY,1,576
8,XYYYYXXX,-1,576
8,XYYYYXXY,11,1152
8,XYYYYXYX,-19,1152
8,XYYYYXYY,-5,576
8,XYYYYYXX,1,576
8,XYYYYYXY,1,288
8,XYYYYYYY,-1,5760
8,YXXXXXXX,1,40320
8,YXXXXXYX,1,1440
8,YXXXXXYY,1,1440
8,YXXXXYXX,-1,576
8,YXXXXYXY,1,1152
8,YXXXXYYX,-5,1152
8,YXXXXYYY,-1,576
8,YXXXYXXX,1,576
8,YXXXYXXY,-13,1152
8,YXXXYXYX,29,1152
8,YXXXYXYY,13,576
8,YXXXYYXX,-5,576
8,YXXXYYXY,-13,288
8,YXXXYYYX,1,36
8,YXXXYYYY,1,384
8,YXXYXXXX,-1,1152
8,YXXYXXXY,13,1152
8,YXXYXXYX,-3,128
8,YXXYXXYY,-3,128
8,YXXYXYXX,1,128
8,YXXYXYXY,11,192
8,YXXYXYYX,-1,24
8,YXXYXYYY,-7,1152
8,YXXYYXXX,1,1152
8,YXXYYXYX,-1,192
8,YXXYYXYY,-5,384
8,YXXYYYXX,1,128
8,YXXYYYXY,29,1152
8,YXXYYYYX,-11,1152
8,YXXYYYYY,1,1920
8,YXYXXXXX,1,1920
8,YXYXXXXY,-1,1152
8,YXYXXXYX,7,1152
8,YXYXXXYY,7,1152
8,YXYXXYXX,-1,128
8,YXYXXYYX,-1,64
8,YXYXXYYY,-1,128
8,YXYXYXXX,7,1152
8,YXYXYXXY,-11,192
8,YXYXYXYX,1,8
8,YXYXYXYY,15,128
8,YXYXYYXX,-19,384
8,YXYXYYXY,-83,384
8,YXYXYYYX,15,128
8,YXYXYYYY,7,1152
8,YXYYXXXX,-1,1152
8,YXYYXXXY,13,288
8,YXYYXXYX,-1,12
8,YXYYXXYY,-1,12
8,YXYYXYXX,5,192
8,YXYYXYXY,83,384
8,YXYYXYYX,-21,128
8,YXYYXYYY,-17,576
8,YXYYYXXX,5,576
8,YXYYYXXY,-29,1152
8,YXYYYXYX,61,1152
8,YXYYYXYY,17,576
8,YXYYYYXX,-1,576
8,YXYYYYYX,-1,288
8,YXYYYYYY,7,5760
8,YYXXXXXX,-1,5760
8,YYXXXXXY,-1,1440
8,YYXXXYXX,1,576
8,YYXXXYXY,-7,1152
8,YYXXXYYX,11,1152
8,YYXXXYYY,1,576
8,YYXXYXXX,-1,576
8,YYXXYXXY,3,128
8,YYXXYXYX,-17,384
8,YYXXYXYY,-7,192
8,YYXXYYXX,1,64
8,YYXXYYXY,1,12
8,YYXXYYYX,-5,96
8,YYXXYYYY,-5,1152
8,YYXYXXXX,-1,1152
8,YYXYXXXY,-13,576
8,YYXYXXYX,7,192
8,YYXYXXYY,7,192
8,YYXYXYXX,-1,96
8,YYXYXYXY,-15,128
8,YYXYXYYX,37,384
8,YYXYXYYY,5,288
8,YYXYYXXX,-1,144
8,YYXYYXXY,5,384
8,YYXYYXYX,-3,128
8,YYXYYYXX,-1,96
8,YYXYYYXY,-17,576
8,YYXYYYYX,5,576
8,YYXYYYYY,-7,1920
8,YYYXXXXX,1,1920
8,YYYXXXXY,1,576
8,YYYXXXYX,-1,576
8,YYYXXXYY,-1,576
8,YYYXXYXY,1,128
8,YYYXXYYX,-1,128
8,YYYXYXXX,1,288
8,YYYXYXXY,7,1152
8,YYYXYXYX,-11,1152
8,YYYXYXYY,-5,288
8,YYYXYYXX,1,72
8,YYYXYYXY,17,576
8,YYYXYYYX,-1,576
8,YYYXYYYY,7,1152
8,YYYYXXXX,-1,1152
8,YYYYXXXY,-1,384
8,YYYYXXYX,5,1152
8,YYYYXXYY,5,1152
8,YYYYXYXX,-7,1152
8,YYYYXYXY,-7,1152
8,YYYYXYYX,-7,1152
8,YYYYXYYY,-7,1152
8,YYYYYXXX,1,1152
8,YYYYYXXY,-1,1920
8,YYYYYXYX,7,1920
8,YYYYYXYY,7,1920
8,YYYYYYXX,-1,1920
8,YYYYYYXY,-7,5760
8,YYYYYYYX,1,5760
9,XXXXXXXXY,1,362880
9,XXXXXXXYX,-1,45360
9,XXXXXXXYY,-1,45360
9,XXXXXXYXX,1,12960
9,XXXXXXYXY,1,12960
9,XXXXXXYYX,1,12960
9,XXXXXXYYY,1,12960
9,XXXXXYXXX,-1,6480
9,XXXXXYXXY,-1,6480
9,XXXXXYXYX,-1,6480
9,XXXXXYXYY,-1,6480
9,XXXXXYYXX,-1,6480
9,XXXXXYYXY,-1,6480
9,XXXXXYYYX,-1,6480
9,XXXXXYYYY,-1,6480
9,XXXXYXXXX,1,5184
9,XXXXYXXXY,1,5184
9,XXXXYXXYX,1,5184
9,XXXXYXXYY,1,5184
9,XXXXYXYXX,1,5184
9,XXXXYXYXY,1,5184
9,XXXXYXYYX,1,5184
9,XXXXYXYYY,1,5184
9,XXXXYYXXX,1,5184
9,XXXXYYXXY,1,5184
9,XXXXYYXYX,1,5184
9,XXXXYYXYY,1,5184
9,XXXXYYYXX,1,5184
9,XXXXYYYXY,1,5184
9,XXXXYYYYX,1,5184
9,XXXXYYYYY,1,5184
9,XXXYXXXXX,-1,6480
9,XXXYXXXXY,1,5184
9,XXXYXXXYX,-1,648
9,XXXYXXXYY,-1,648
9,XXXYXXYXX,5,2592
9,XXXYXXYXY,5,2592
9,XXXYXXYYX,5,2592
9,XXXYXXYYY,5,2592
9,XXXYXYXXX,-1,648
9,XXXYXYXXY,5,2592
9,XXXYXYXYX,-11,1296
9,XXXYXYXYY,-11,1296
9,XXXYXYYXX,5,2592
9,XXXYXYYXY,1,81
9,XXXYXYYYX,-11,1296
9,XXXYXYYYY,-1,648
9,XXXYYXXXX,1,5184
9,XXXYYXXXY,-1,648
9,XXXYYXXYX,5,2592
9,XXXYYXXYY,5,2592
9,XXXYYXYXX,5,2592
9,XXXYYXYXY,-11,1296
9,XXXYYXYYX,1,81
9,XXXYYXYYY,7,1296
9,XXXYYYXXX,-1,648
9,XXXYYYXXY,5,2592
9,XXXYYYXYX,-11,1296
9,XXXYYYXYY,-11,1296
9,XXXYYYYXX,5,2592
9,XXXYYYYXY,7,1296
9,XXXYYYYYX,-1,648
9,XXXYYYYYY,-1,6480
9,XXYXXXXXX,1,12960
9,XXYXXXXXY,-19,25920
9,XXYXXXXYX,1,324
9,XXYXXXXYY,1,324
9,XXYXXXYXX,-5,1296
9,XXYXXXYXY,-5,1296
9,XXYXXXYYX,-5,1296
9,XXYXXXYYY,-5,1296
9,XXYXXYXXX,5,2592
9,XXYXXYXXY,-1,144
9,XXYXXYXYX,17,864
9,XXYXXYXYY,17,864
9,XXYXXYYXX,-1,144
9,XXYXXYYXY,-29,864
9,XXYXXYYYX,17,864
9,XXYXXYYYY,5,2592
9,XXYXYXXXX,1,5184
9,XXYXYXXXY,5,864
9,XXYXYXXYX,-1,108
9,XXYXYXXYY,-1,108
9,XXYXYXYXX,1,432
9,XXYXYXYXY,1,32
9,XXYXYXYYX,-23,864
9,XXYXYXYYY,-13,2592
9,XXYXYYXXX,5,2592
9,XXYXYYXXY,-1,216
9,XXYXYYXYX,7,864
9,XXYXYYXYY,1,864
9,XXYXYYYXX,1,432
9,XXYXYYYXY,1,288
9,XXYXYYYYX,1,864
9,XXYXYYYYY,1,810
9,XXYYXXXXX,-1,6480
9,XXYYXXXXY,-1,576
9,XXYYXXXYX,5,864
9,XXYYXXXYY,5,864
9,XXYYXXYXX,-1,144
9,XXYYXXYXY,-1,108
9,XXYYXXYYX,-1,216
9,XXYYXXYYY,-11,1296
9,XXYYXYXXX,5,2592
9,XXYYXYXXY,-1,108
9,XXYYXYXYX,1,32
9,XXYYXYXYY,11,288
9,XXYYXYYXX,-7,432
9,XXYYXYYXY,-43,864
9,XXYYXYYYX,5,288
9,XXYYXYYYY,-1,648
9,XXYYYXXXX,1,5184
9,XXYYYXXXY,5,864
9,XXYYYXXYX,-1,108
9,XXYYYXXYY,-1,108
9,XXYYYXYXX,1,432
9,XXYYYXYXY,7,288
9,XXYYYXYYX,-17,864
9,XXYYYXYYY,-13,2592
9,XXYYYYXXX,5,2592
9,XXYYYYXXY,-5,1296
9,XXYYYYXYX,35,2592
9,XXYYYYXYY,35,2592
9,XXYYYYYXX,-5,1296
9,XXYYYYYXY,-7,648
9,XXYYYYYYX,1,324
9,XXYYYYYYY,1,12960
9,XYXXXXXXX,-1,45360
9,XYXXXXXXY,17,25920
9,XYXXXXXYX,-1,405
9,XYXXXXXYY,-1,405
9,XYXXXXYXX,1,324
9,XYXXXXYXY,1,324
9,XYXXXXYYX,1,324
9,XYXXXXYYY,1,324
9,XYXXXYXXX,-1,648
9,XYXXXYXXY,5,864
9,XYXXXYXYX,-7,432
9,XYXXXYXYY,-7,432
9,XYXXXYYXX,5,864
9,XYXXXYYXY,1,36
9,XYXXXYYYX,-7,432
9,XYXXXYYYY,-1,648
9,XYXXYXXXX,1,5184
9,XYXXYXXXY,-5,864
9,XYXXYXXYX,1,72
9,XYXXYXXYY,1,72
9,XYXXYXYXX,-1,108
9,XYXXYXYXY,-31,864
9,XYXXYXYYX,5,288
9,XYXXYXYYY,-13,2592
9,XYXXYYXXX,5,2592
9,XYXXYYXXY,1,216
9,XYXXYYXYX,1,96
9,XYXXYYXYY,7,288
9,XYXXYYYXX,-1,108
9,XYXXYYYXY,-19,864
9,XYXXYYYYX,1,288
9,XYXXYYYYY,-11,12960
9,XYXYXXXXX,-1,6480
9,XYXYXXXXY,7,1728
9,XYXYXXXYX,-7,432
9,XYXYXXXYY,-7,432
9,XYXYXXYXX,17,864
9,XYXYXXYXY,7,288
9,XYXYXXYYX,13,864
9,XYXYXXYYY,59,2592
9,XYXYXYXXX,-11,1296
9,XYXYXYXXY,5,288
9,XYXYXYXYX,-2,27
9,XYXYXYXYY,-19,216
9,XYXYXYYXX,1,32
9,XYXYXYYXY,47,432
9,XYXYXYYYX,-5,108
9,XYXYXYYYY,-1,648
9,XYXYYXXXX,1,5184
9,XYXYYXXXY,-1,108
9,XYXYYXXYX,1,96
9,XYXYYXXYY,1,96
9,XYXYYXYXX,7,864
9,XYXYYXYXY,-5,108
9,XYXYYXYYX,1,16
9,XYXYYXYYY,17,648
9,XYXYYYXXX,-11,1296
9,XYXYYYXXY,35,2592
9,XYXYYYXYX,-17,324
9,XYXYYYXYY,-17,324
9,XYXYYYYXX,35,2592
9,XYXYYYYXY,49,1296
9,XYXYYYYYX,-7,648
9,XYXYYYYYY,-1,1620
9,XYYXXXXXX,1,12960
9,XYYXXXXXY,-19,25920
9,XYYXXXXYX,1,324
9,XYYXXXXYY,1,324
9,XYYXXXYXX,-5,1296
9,XYYXXXYXY,-5,1296
9,XYYXXXYYX,-5,1296
9,XYYXXXYYY,-5,1296
9,XYYXXYXXX,5,2592
9,XYYXXYXXY,-1,216
9,XYYXXYXYX,13,864
9,XYYXXYXYY,13,864
9,XYYXXYYXX,-1,216
9,XYYXXYYXY,-7,288
9,XYYXXYYYX,13,864
9,XYYXXYYYY,5,2592
9,XYYXYXXXX,1,5184
9,XYYXYXXXY,-1,432
9,XYYXYXXYX,5,288
9,XYYXYXXYY,5,288
9,XYYXYXYXX,-23,864
9,XYYXYXYXY,-5,432
9,XYYXYXYYX,-1,24
9,XYYXYXYYY,-47,1296
9,XYYXYYXXX,1,81
9,XYYXYYXXY,-5,864
9,XYYXYYXYX,1,16
9,XYYXYYXYY,11,144
9,XYYXYYYXX,-17,864
9,XYYXYYYXY,-23,432
9,XYYXYYYYX,1,72
9,XYYXYYYYY,1,810
9,XYYYXXXXX,-1,6480
9,XYYYXXXXY,7,1728
9,XYYYXXXYX,-7,432
9,XYYYXXXYY,-7,432
9,XYYYXXYXX,17,864
9,XYYYXXYXY,7,288
9,XYYYXXYYX,13,864
9,XYYYXXYYY,59,2592
9,XYYYXYXXX,-11,1296
9,XYYYXYXXY,1,288
9,XYYYXYXYX,-5,108
9,XYYYXYXYY,-13,216
9,XYYYXYYXX,5,288
9,XYYYXYYXY,23,432
9,XYYYXYYYX,-1,54
9,XYYYXYYYY,-1,648
9,XYYYYXXXX,1,5184
9,XYYYYXXXY,-1,432
9,XYYYYXXYX,1,288
9,XYYYYXXYY,1,288
9,XYYYYXYXX,1,864
9,XYYYYXYXY,-5,432
9,XYYYYXYYX,1,72
9,XYYYYXYYY,7,1296
9,XYYYYYXXX,-1,648
9,XYYYYYXXY,1,324
9,XYYYYYXYX,-7,648
9,XYYYYYXYY,-7,648
9,XYYYYYYXX,1,324
9,XYYYYYYXY,7,810
9,XYYYYYYYX,-1,405
9,XYYYYYYYY,-1,45360
9,YXXXXXXXX,1,362880
9,YXXXXXXXY,-17,90720
9,YXXXXXXYX,17,25920
9,YXXXXXXYY,17,25920
9,YXXXXXYXX,-19,25920
9,YXXXXXYXY,-19,25920
9,YXXXXXYYX,-19,25920
9,YXXXXXYYY,-19,25920
9,YXXXXYXXX,1,5184
9,YXXXXYXXY,-1,576
9,YXXXXYXYX,7,1728
9,YXXXXYXYY,7,1728
9,YXXXXYYXX,-1,576
9,YXXXXYYXY,-13,1728
9,YXXXXYYYX,7,1728
9,YXXXXYYYY,1,5184
9,YXXXYXXXX,1,5184
9,YXXXYXXXY,1,432
9,YXXXYXXYX,-5,864
9,YXXXYXXYY,-5,864
9,YXXXYXYXX,5,864
9,YXXXYXYXY,1,72
9,YXXXYXYYX,-1,432
9,YXXXYXYYY,7,1296
9,YXXXYYXXX,-1,648
9,YXXXYYXXY,-1,864
9,YXXXYYXYX,-1,108
9,YXXXYYXYY,-7,432
9,YXXXYYYXX,5,864
9,YXXXYYYXY,1,72
9,YXXXYYYYX,-1,432
9,YXXXYYYYY,7,12960
9,YXXYXXXXX,-1,6480
9,YXXYXXXXY,-1,576
9,YXXYXXXYX,5,864
9,YXXYXXXYY,5,864
9,YXXYXXYXX,-1,144
9,YXXYXXYXY,-1,108
9,YXXYXXYYX,-1,216
9,YXXYXXYYY,-11,1296
9,YXXYXYXXX,5,2592
9,YXXYXYXXY,-1,432
9,YXXYXYXYX,5,288
9,YXXYXYXYY,7,288
9,YXXYXYYXX,-1,108
9,YXXYXYYXY,-19,864
9,YXXYXYYYX,1,288
9,YXXYXYYYY,-1,648
9,YXXYYXXXX,1,5184
9,YXXYYXXXY,-1,864
9,YXXYYXXYX,1,216
9,YXXYYXXYY,1,216
9,YXXYYXYXX,-1,216
9,YXXYYXYXY,-1,288
9,YXXYYXYYX,-5,864
9,YXXYYXYYY,-13,2592
9,YXXYYYXXX,5,2592
9,YXXYYYXXY,-5,1296
9,YXXYYYXYX,35,2592
9,YXXYYYXYY,35,2592
9,YXXYYYYXX,-5,1296
9,YXXYYYYXY,-7,648
9,YXXYYYYYX,1,324
9,YXXYYYYYY,1,12960
9,YXYXXXXXX,1,12960
9,YXYXXXXXY,-19,25920
9,YXYXXXXYX,1,324
9,YXYXXXXYY,1,324
9,YXYXXXYXX,-5,1296
9,YXYXXXYXY,-5,1296
9,YXYXXXYYX,-5,1296
9,YXYXXXYYY,-5,1296
9,YXYXXYXXX,5,2592
9,YXYXXYXXY,-1,108
9,YXYXXYXYX,7,288
9,YXYXXYXYY,7,288
9,YXYXXYYXX,-1,108
9,YXYXXYYXY,-37,864
9,YXYXXYYYX,7,288
9,YXYXXYYYY,5,2592
9,YXYXYXXXX,1,5184
9,YXYXYXXXY,1,72
9,YXYXYXXYX,-31,864
9,YXYXYXXYY,-31,864
9,YXYXYXYXX,1,32
9,YXYXYXYXY,2,27
9,YXYXYXYYX,-5,432
9,YXYXYXYYY,17,648
9,YXYXYYXXX,-11,1296
9,YXYXYYXXY,-1,288
9,YXYXYYXYX,-5,108
9,YXYXYYXYY,-2,27
9,YXYXYYYXX,7,288
9,YXYXYYYXY,13,216
9,YXYXYYYYX,-5,432
9,YXYXYYYYY,1,810
9,YXYYXXXXX,-1,6480
9,YXYYXXXXY,-13,1728
9,YXYYXXXYX,1,36
9,YXYYXXXYY,1,36
9,YXYYXXYXX,-29,864
9,YXYYXXYXY,-37,864
9,YXYYXXYYX,-7,288
9,YXYYXXYYY,-103,2592
9,YXYYXYXXX,1,81
9,YXYYXYXXY,-19,864
9,YXYYXYXYX,47,432
9,YXYYXYXYY,59,432
9,YXYYXYYXX,-43,864
9,YXYYXYYXY,-11,72
9,YXYYXYYYX,23,432
9,YXYYXYYYY,-1,648
9,YXYYYXXXX,1,5184
9,YXYYYXXXY,1,72
9,YXYYYXXYX,-19,864
9,YXYYYXXYY,-19,864
9,YXYYYXYXX,1,288
9,YXYYYXYXY,13,216
9,YXYYYXYYX,-23,432
9,YXYYYXYYY,-5,324
9,YXYYYYXXX,7,1296
9,YXYYYYXXY,-7,648
9,YXYYYYXYX,49,1296
9,YXYYYYXYY,49,1296
9,YXYYYYYXX,-7,648
9,YXYYYYYXY,-49,1620
9,YXYYYYYYX,7,810
9,YXYYYYYYY,1,5670
9,YYXXXXXXX,-1,45360
9,YYXXXXXXY,17,25920
9,YYXXXXXYX,-1,405
9,YYXXXXXYY,-1,405
9,YYXXXXYXX,1,324
9,YYXXXXYXY,1,324
9,YYXXXXYYX,1,324
9,YYXXXXYYY,1,324
9,YYXXXYXXX,-1,648
9,YYXXXYXXY,5,864
9,YYXXXYXYX,-7,432
9,YYXXXYXYY,-7,432
9,YYXXXYYXX,5,864
9,YYXXXYYXY,1,36
9,YYXXXYYYX,-7,432
9,YYXXXYYYY,-1,648
9,YYXXYXXXX,1,5184
9,YYXXYXXXY,-5,864
9,YYXXYXXYX,1,72
9,YYXXYXXYY,1,72
9,YYXXYXYXX,-1,108
9,YYXXYXYXY,-31,864
9,YYXXYXYYX,5,288
9,YYXXYXYYY,-13,2592
9,YYXXYYXXX,5,2592
9,YYXXYYXXY,1,216
9,YYXXYYXYX,1,96
9,YYXXYYXYY,7,288
9,YYXXYYYXX,-1,108
9,YYXXYYYXY,-19,864
9,YYXXYYYYX,1,288
9,YYXXYYYYY,-11,12960
9,YYXYXXXXX,-1,6480
9,YYXYXXXXY,7,1728
9,YYXYXXXYX,-7,432
9,YYXYXXXYY,-7,432
9,YYXYXXYXX,17,864
9,YYXYXXYXY,7,288
9,YYXYXXYYX,13,864
9,YYXYXXYYY,59,2592
9,YYXYXYXXX,-11,1296
9,YYXYXYXXY,7,288
9,YYXYXYXYX,-19,216
9,YYXYXYXYY,-11,108
9,YYXYXYYXX,11,288
9,YYXYXYYXY,59,432
9,YYXYXYYYX,-13,216
